trial,trial_type,intended_slider_value,n_chopping_boards,n_counters,model_agents,model_model,model_recipe,model_seed,model_settings,timesteps,agent_pauses,agent_collisions,was_successful
trial_07,cooks,37.5,1,4,2,centralized_centralized,Salad,15,agents=2-model=centralized_centralized-recipe=Salad,100,0,86,False
trial_07,cooks,37.5,1,4,2,centralized_centralized,Salad,16,agents=2-model=centralized_centralized-recipe=Salad,100,0,86,False
trial_07,cooks,37.5,1,4,2,centralized_centralized,Salad,17,agents=2-model=centralized_centralized-recipe=Salad,39,19,1,True
trial_07,cooks,37.5,1,4,2,centralized_centralized,Salad,18,agents=2-model=centralized_centralized-recipe=Salad,40,21,0,True
trial_07,cooks,37.5,1,4,2,centralized_centralized,Salad,19,agents=2-model=centralized_centralized-recipe=Salad,38,19,0,True
trial_07,cooks,37.5,1,4,2,centralized_centralized,Salad,20,agents=2-model=centralized_centralized-recipe=Salad,39,19,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,1,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,2,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,3,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,4,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,5,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,6,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,7,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,8,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,9,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,10,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,11,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,12,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,13,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,14,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,15,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,16,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,17,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,18,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,19,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,1,greedy,Salad,20,agents=1-model=greedy-recipe=Salad,39,0,0,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,1,agents=2-model=greedy_greedy-recipe=Salad,47,8,2,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,2,agents=2-model=greedy_greedy-recipe=Salad,49,7,1,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,3,agents=2-model=greedy_greedy-recipe=Salad,50,5,7,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,4,agents=2-model=greedy_greedy-recipe=Salad,43,9,1,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,5,agents=2-model=greedy_greedy-recipe=Salad,65,34,5,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,6,agents=2-model=greedy_greedy-recipe=Salad,50,16,0,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,7,agents=2-model=greedy_greedy-recipe=Salad,52,12,0,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,8,agents=2-model=greedy_greedy-recipe=Salad,42,8,2,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,9,agents=2-model=greedy_greedy-recipe=Salad,46,11,3,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,10,agents=2-model=greedy_greedy-recipe=Salad,39,9,0,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,11,agents=2-model=greedy_greedy-recipe=Salad,67,26,1,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,12,agents=2-model=greedy_greedy-recipe=Salad,51,17,2,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,13,agents=2-model=greedy_greedy-recipe=Salad,39,9,2,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,14,agents=2-model=greedy_greedy-recipe=Salad,49,9,0,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,15,agents=2-model=greedy_greedy-recipe=Salad,45,5,3,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,16,agents=2-model=greedy_greedy-recipe=Salad,42,9,0,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,17,agents=2-model=greedy_greedy-recipe=Salad,48,14,1,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,18,agents=2-model=greedy_greedy-recipe=Salad,57,8,9,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,19,agents=2-model=greedy_greedy-recipe=Salad,86,26,16,True
trial_07,cooks,37.5,1,4,2,greedy_greedy,Salad,20,agents=2-model=greedy_greedy-recipe=Salad,74,34,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,1,agents=2-model=bd_bd-recipe=Salad,18,4,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,2,agents=2-model=bd_bd-recipe=Salad,18,4,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,3,agents=2-model=bd_bd-recipe=Salad,18,4,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,4,agents=2-model=bd_bd-recipe=Salad,18,5,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,5,agents=2-model=bd_bd-recipe=Salad,18,5,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,6,agents=2-model=bd_bd-recipe=Salad,18,4,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,7,agents=2-model=bd_bd-recipe=Salad,18,4,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,8,agents=2-model=bd_bd-recipe=Salad,18,5,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,9,agents=2-model=bd_bd-recipe=Salad,18,5,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,10,agents=2-model=bd_bd-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,11,agents=2-model=bd_bd-recipe=Salad,18,5,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,12,agents=2-model=bd_bd-recipe=Salad,18,4,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,13,agents=2-model=bd_bd-recipe=Salad,18,5,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,14,agents=2-model=bd_bd-recipe=Salad,18,5,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,15,agents=2-model=bd_bd-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,16,agents=2-model=bd_bd-recipe=Salad,18,3,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,17,agents=2-model=bd_bd-recipe=Salad,18,4,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,18,agents=2-model=bd_bd-recipe=Salad,18,5,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,19,agents=2-model=bd_bd-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,bd_bd,Salad,20,agents=2-model=bd_bd-recipe=Salad,18,5,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,1,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,2,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,3,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,4,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,5,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,6,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,7,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,8,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,9,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,10,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,11,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,12,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,13,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,14,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,15,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,16,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,17,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,18,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,19,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,2,centralized_centralized,Salad,20,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,1,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,2,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,3,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,4,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,5,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,6,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,7,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,8,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,9,agents=1-model=greedy-recipe=Salad,45,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,10,agents=1-model=greedy-recipe=Salad,55,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,11,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,12,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,13,agents=1-model=greedy-recipe=Salad,55,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,14,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,15,agents=1-model=greedy-recipe=Salad,55,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,16,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,17,agents=1-model=greedy-recipe=Salad,45,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,18,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,19,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,1,greedy,Salad,20,agents=1-model=greedy-recipe=Salad,43,0,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,1,agents=2-model=greedy_greedy-recipe=Salad,52,28,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,2,agents=2-model=greedy_greedy-recipe=Salad,29,9,2,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,3,agents=2-model=greedy_greedy-recipe=Salad,29,13,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,4,agents=2-model=greedy_greedy-recipe=Salad,30,12,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,5,agents=2-model=greedy_greedy-recipe=Salad,32,10,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,6,agents=2-model=greedy_greedy-recipe=Salad,50,20,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,7,agents=2-model=greedy_greedy-recipe=Salad,41,14,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,8,agents=2-model=greedy_greedy-recipe=Salad,19,5,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,9,agents=2-model=greedy_greedy-recipe=Salad,57,28,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,10,agents=2-model=greedy_greedy-recipe=Salad,37,15,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,11,agents=2-model=greedy_greedy-recipe=Salad,38,19,1,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,12,agents=2-model=greedy_greedy-recipe=Salad,25,6,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,13,agents=2-model=greedy_greedy-recipe=Salad,34,12,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,14,agents=2-model=greedy_greedy-recipe=Salad,34,8,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,15,agents=2-model=greedy_greedy-recipe=Salad,38,11,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,16,agents=2-model=greedy_greedy-recipe=Salad,53,22,2,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,17,agents=2-model=greedy_greedy-recipe=Salad,31,11,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,18,agents=2-model=greedy_greedy-recipe=Salad,46,15,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,19,agents=2-model=greedy_greedy-recipe=Salad,26,10,0,True
trial_08,cooks,37.5,2,6,2,greedy_greedy,Salad,20,agents=2-model=greedy_greedy-recipe=Salad,45,20,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,1,agents=2-model=bd_bd-recipe=Salad,30,10,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,2,agents=2-model=bd_bd-recipe=Salad,35,13,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,3,agents=2-model=bd_bd-recipe=Salad,35,14,1,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,4,agents=2-model=bd_bd-recipe=Salad,35,13,1,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,5,agents=2-model=bd_bd-recipe=Salad,30,8,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,6,agents=2-model=bd_bd-recipe=Salad,38,18,2,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,7,agents=2-model=bd_bd-recipe=Salad,30,9,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,8,agents=2-model=bd_bd-recipe=Salad,32,14,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,9,agents=2-model=bd_bd-recipe=Salad,31,14,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,10,agents=2-model=bd_bd-recipe=Salad,38,18,1,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,11,agents=2-model=bd_bd-recipe=Salad,37,16,3,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,12,agents=2-model=bd_bd-recipe=Salad,29,12,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,13,agents=2-model=bd_bd-recipe=Salad,32,13,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,14,agents=2-model=bd_bd-recipe=Salad,100,31,5,False
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,15,agents=2-model=bd_bd-recipe=Salad,30,12,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,16,agents=2-model=bd_bd-recipe=Salad,30,13,1,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,17,agents=2-model=bd_bd-recipe=Salad,34,14,2,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,18,agents=2-model=bd_bd-recipe=Salad,34,18,0,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,19,agents=2-model=bd_bd-recipe=Salad,37,10,1,True
trial_09,cooks,50.0,1,9,2,bd_bd,Salad,20,agents=2-model=bd_bd-recipe=Salad,32,13,0,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,1,agents=2-model=centralized_centralized-recipe=Salad,33,17,2,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,2,agents=2-model=centralized_centralized-recipe=Salad,52,18,21,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,3,agents=2-model=centralized_centralized-recipe=Salad,78,18,44,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,4,agents=2-model=centralized_centralized-recipe=Salad,39,18,5,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,5,agents=2-model=centralized_centralized-recipe=Salad,46,21,11,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,6,agents=2-model=centralized_centralized-recipe=Salad,44,17,13,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,7,agents=2-model=centralized_centralized-recipe=Salad,56,26,18,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,8,agents=2-model=centralized_centralized-recipe=Salad,34,22,0,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,9,agents=2-model=centralized_centralized-recipe=Salad,39,20,5,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,10,agents=2-model=centralized_centralized-recipe=Salad,33,20,1,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,11,agents=2-model=centralized_centralized-recipe=Salad,34,22,0,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,12,agents=2-model=centralized_centralized-recipe=Salad,37,20,3,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,13,agents=2-model=centralized_centralized-recipe=Salad,34,22,0,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,14,agents=2-model=centralized_centralized-recipe=Salad,32,20,0,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,15,agents=2-model=centralized_centralized-recipe=Salad,36,19,4,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,16,agents=2-model=centralized_centralized-recipe=Salad,32,20,0,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,17,agents=2-model=centralized_centralized-recipe=Salad,32,20,0,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,18,agents=2-model=centralized_centralized-recipe=Salad,44,24,8,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,19,agents=2-model=centralized_centralized-recipe=Salad,36,20,2,True
trial_09,cooks,50.0,1,9,2,centralized_centralized,Salad,20,agents=2-model=centralized_centralized-recipe=Salad,38,22,4,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,1,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,2,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,3,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,4,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,5,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,6,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,7,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,8,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,9,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,10,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,11,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,12,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,13,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,14,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,15,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,16,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,17,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,18,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,19,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,1,greedy,Salad,20,agents=1-model=greedy-recipe=Salad,38,0,0,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,1,agents=2-model=greedy_greedy-recipe=Salad,30,9,0,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,2,agents=2-model=greedy_greedy-recipe=Salad,44,9,1,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,3,agents=2-model=greedy_greedy-recipe=Salad,43,10,1,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,4,agents=2-model=greedy_greedy-recipe=Salad,59,5,9,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,5,agents=2-model=greedy_greedy-recipe=Salad,32,6,0,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,6,agents=2-model=greedy_greedy-recipe=Salad,70,17,10,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,7,agents=2-model=greedy_greedy-recipe=Salad,40,10,1,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,8,agents=2-model=greedy_greedy-recipe=Salad,35,8,1,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,9,agents=2-model=greedy_greedy-recipe=Salad,34,3,0,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,10,agents=2-model=greedy_greedy-recipe=Salad,77,23,15,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,11,agents=2-model=greedy_greedy-recipe=Salad,48,8,3,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,12,agents=2-model=greedy_greedy-recipe=Salad,49,8,1,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,13,agents=2-model=greedy_greedy-recipe=Salad,48,17,0,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,14,agents=2-model=greedy_greedy-recipe=Salad,100,0,80,False
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,15,agents=2-model=greedy_greedy-recipe=Salad,43,11,2,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,16,agents=2-model=greedy_greedy-recipe=Salad,41,10,1,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,17,agents=2-model=greedy_greedy-recipe=Salad,33,5,1,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,18,agents=2-model=greedy_greedy-recipe=Salad,73,16,1,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,19,agents=2-model=greedy_greedy-recipe=Salad,46,7,0,True
trial_09,cooks,50.0,1,9,2,greedy_greedy,Salad,20,agents=2-model=greedy_greedy-recipe=Salad,46,10,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,1,agents=2-model=bd_bd-recipe=Salad,17,4,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,2,agents=2-model=bd_bd-recipe=Salad,22,7,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,3,agents=2-model=bd_bd-recipe=Salad,21,8,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,4,agents=2-model=bd_bd-recipe=Salad,100,0,94,False
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,5,agents=2-model=bd_bd-recipe=Salad,22,5,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,6,agents=2-model=bd_bd-recipe=Salad,24,4,2,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,7,agents=2-model=bd_bd-recipe=Salad,20,4,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,8,agents=2-model=bd_bd-recipe=Salad,19,5,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,9,agents=2-model=bd_bd-recipe=Salad,22,8,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,10,agents=2-model=bd_bd-recipe=Salad,22,7,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,11,agents=2-model=bd_bd-recipe=Salad,18,3,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,12,agents=2-model=bd_bd-recipe=Salad,22,5,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,13,agents=2-model=bd_bd-recipe=Salad,23,9,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,14,agents=2-model=bd_bd-recipe=Salad,19,5,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,15,agents=2-model=bd_bd-recipe=Salad,100,0,94,False
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,16,agents=2-model=bd_bd-recipe=Salad,19,5,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,17,agents=2-model=bd_bd-recipe=Salad,28,7,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,18,agents=2-model=bd_bd-recipe=Salad,18,4,0,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,19,agents=2-model=bd_bd-recipe=Salad,23,4,1,True
trial_10,cooks,50.0,2,4,2,bd_bd,Salad,20,agents=2-model=bd_bd-recipe=Salad,25,10,0,True
trial_10,cooks,50.0,2,4,2,centralized_centralized,Salad,1,agents=2-model=centralized_centralized-recipe=Salad,18,6,0,True
trial_10,cooks,50.0,2,4,2,centralized_centralized,Salad,2,agents=2-model=centralized_centralized-recipe=Salad,22,11,0,True
